GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6510	7.31e-01	6.94e-01	0.346	-0.393187	-0.1359	17.16	SLC1A5	solute carrier family 1 member 5
5423	7.32e-01	6.96e-01	0.279	0.390613	0.108957	32.35	POLB	DNA polymerase beta
988	7.33e-01	6.96e-01	0.182	0.390341	0.070965	203.34	CDC5L	cell division cycle 5 like
7818	7.34e-01	6.97e-01	0.185	0.388977	0.072003	168.21	DAP3	death associated protein 3
10455	7.34e-01	6.97e-01	0.267	0.38892	0.103867	57.46	ECI2	enoyl-CoA delta isomerase 2
10403	7.35e-01	6.98e-01	0.454	0.387614	0.175848	13.88	NDC80	NDC80 kinetochore complex component
55854	7.35e-01	6.99e-01	0.187	0.387009	0.0723	164.42	ZC3H15	zinc finger CCCH-type containing 15
11017	7.36e-01	6.99e-01	0.214	-0.386279	-0.082798	153.78	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
9863	7.36e-01	7.00e-01	0.253	0.385621	0.097634	63.97	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
92689	7.36e-01	7.00e-01	0.279	-0.3853	-0.10758	39.76	FAM114A1	family with sequence similarity 114 member A1
168455	7.36e-01	7.00e-01	0.293	-0.384934	-0.112897	52.25	CCDC71L	coiled-coil domain containing 71 like
4255	7.37e-01	7.01e-01	0.307	-0.38459	-0.117954	23.47	MGMT	O-6-methylguanine-DNA methyltransferase
389765	7.37e-01	7.01e-01	0.278	-0.383495	-0.106719	33.96	LOC389765	kinesin family member 27 pseudogene
23019	7.37e-01	7.02e-01	0.195	-0.383276	-0.074875	151.87	CNOT1	CCR4-NOT transcription complex subunit 1
11027	7.37e-01	7.01e-01	0.333	0.383334	0.127547	49.44	LILRA2	leukocyte immunoglobulin like receptor A2
498	7.37e-01	7.02e-01	0.177	0.383172	0.067656	528.74	ATP5F1A	ATP synthase F1 subunit alpha
166	7.38e-01	7.02e-01	0.209	-0.382895	-0.080029	215.35	TLE5	TLE family member 5, transcriptional modulator
56929	7.38e-01	7.02e-01	0.362	0.382474	0.138625	19.42	FEM1C	fem-1 homolog C
57117	7.40e-01	7.04e-01	0.288	0.37955	0.109138	45.86	INTS12	integrator complex subunit 12
5108	7.40e-01	7.05e-01	0.132	0.379074	0.049863	292.15	PCM1	pericentriolar material 1
162989	7.40e-01	7.05e-01	0.329	0.379113	0.124582	33.31	DEDD2	death effector domain containing 2
727758	7.40e-01	7.05e-01	0.174	-0.378938	-0.066076	22.41	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1
2204	7.41e-01	7.05e-01	0.418	-0.378337	-0.158157	18.11	FCAR	Fc alpha receptor
9416	7.41e-01	7.05e-01	0.243	0.37811	0.092069	57.37	DDX23	DEAD-box helicase 23
80199	7.42e-01	7.07e-01	0.241	-0.376511	-0.090824	9.42	FUZ	fuzzy planar cell polarity protein
5440	7.42e-01	7.07e-01	0.252	0.376361	0.095025	85.55	POLR2K	RNA polymerase II, I and III subunit K
5889	7.42e-01	7.07e-01	0.201	-0.375946	-0.075723	69.5	RAD51C	RAD51 paralog C
140460	7.43e-01	7.07e-01	0.332	-0.375492	-0.124699	26.49	ASB7	ankyrin repeat and SOCS box containing 7
79631	7.43e-01	7.08e-01	0.356	-0.374677	-0.133413	37.03	EFL1	elongation factor like GTPase 1
54881	7.44e-01	7.09e-01	0.242	-0.373243	-0.090219	28.13	TEX10	testis expressed 10
1429	7.45e-01	7.10e-01	0.339	0.372526	0.126344	54.46	CRYZ	crystallin zeta
9896	7.46e-01	7.10e-01	0.271	-0.371566	-0.100535	66.47	FIG4	FIG4 phosphoinositide 5-phosphatase
55680	7.46e-01	7.10e-01	0.152	-0.371499	-0.056642	77.49	RUFY2	RUN and FYVE domain containing 2
3313	7.46e-01	7.10e-01	0.217	0.371414	0.080583	169.64	HSPA9	heat shock protein family A (Hsp70) member 9
79004	7.46e-01	7.11e-01	0.29	0.370586	0.107382	55.74	CUEDC2	CUE domain containing 2
533	7.47e-01	7.12e-01	0.21	-0.369787	-0.077731	254.8	ATP6V0B	ATPase H+ transporting V0 subunit b
6993	7.47e-01	7.12e-01	0.199	-0.368854	-0.073329	165.64	DYNLT1	dynein light chain Tctex-type 1
118487	7.48e-01	7.13e-01	0.238	-0.368408	-0.087525	23.88	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
102723733	7.48e-01	7.13e-01	0.335	0.367911	0.123408	13.33	LOC102723733	uncharacterized LOC102723733
4848	7.49e-01	7.14e-01	0.153	0.366844	0.056154	191.16	CNOT2	CCR4-NOT transcription complex subunit 2
1308	7.50e-01	7.15e-01	0.523	-0.365757	-0.191342	21.55	COL17A1	collagen type XVII alpha 1 chain
23008	7.50e-01	7.15e-01	0.337	0.364682	0.122762	32.67	KLHDC10	kelch domain containing 10
689	7.51e-01	7.16e-01	0.197	-0.363543	-0.071653	794.46	BTF3	basic transcription factor 3
118433	7.52e-01	7.17e-01	0.485	0.362978	0.175999	3408.76	RPL23AP7	ribosomal protein L23a pseudogene 7
9946	7.52e-01	7.17e-01	0.22	0.362977	0.079893	91.12	CRYZL1	crystallin zeta like 1
60675	7.52e-01	7.17e-01	0.34	-0.362796	-0.123319	45.73	PROK2	prokineticin 2
23264	7.52e-01	7.17e-01	0.284	0.362334	0.10277	12.53	ZC3H7B	zinc finger CCCH-type containing 7B
55862	7.52e-01	7.17e-01	0.266	0.362246	0.096353	60.12	ECHDC1	ethylmalonyl-CoA decarboxylase 1
554203	7.52e-01	7.17e-01	0.226	-0.362012	-0.081976	32.86	JPX	JPX transcript, XIST activator
107987095	7.52e-01	7.18e-01	0.398	-0.361583	-0.143772	11.64	LOC107987095	uncharacterized LOC107987095
85463	7.53e-01	7.18e-01	0.34	0.361061	0.122585	66.91	ZC3H12C	zinc finger CCCH-type containing 12C
11083	7.53e-01	7.18e-01	0.279	0.360929	0.100813	77.35	DIDO1	death inducer-obliterator 1
729678	7.53e-01	7.19e-01	0.272	-0.360272	-0.098093	44.85	LINC00847	long intergenic non-protein coding RNA 847
440104	7.53e-01	7.19e-01	0.314	0.360065	0.112906	27.07	TMEM198B	transmembrane protein 198B (pseudogene)
29028	7.53e-01	7.19e-01	0.238	0.359832	0.085583	56.6	ATAD2	ATPase family AAA domain containing 2
164633	7.53e-01	7.19e-01	0.272	0.359866	0.097985	18.41	CABP7	calcium binding protein 7
101929279	7.54e-01	7.19e-01	0.41	-0.359208	-0.147132	13.96	LOC101929279	uncharacterized LOC101929279
5916	7.54e-01	7.20e-01	0.3	0.358697	0.107473	57.74	RARG	retinoic acid receptor gamma
2865	7.54e-01	7.20e-01	0.457	-0.35832	-0.163631	14.87	FFAR3	free fatty acid receptor 3
3984	7.55e-01	7.20e-01	0.296	0.357841	0.105744	17.6	LIMK1	LIM domain kinase 1
8546	7.56e-01	7.21e-01	0.189	0.356642	0.067327	138.18	AP3B1	adaptor related protein complex 3 subunit beta 1
25942	7.56e-01	7.22e-01	0.187	0.356238	0.066766	121.99	SIN3A	SIN3 transcription regulator family member A
23643	7.56e-01	7.22e-01	0.258	0.355872	0.091688	19.65	LY96	lymphocyte antigen 96
6996	7.57e-01	7.22e-01	0.218	0.35512	0.077577	50.14	TDG	thymine DNA glycosylase
102724749	7.57e-01	7.23e-01	0.217	0.354836	0.076991	77.97	LOC102724749	uncharacterized LOC102724749
284618	7.57e-01	7.23e-01	0.19	0.354258	0.067268	51.96	RUSC1-AS1	RUSC1 antisense RNA 1
7582	7.58e-01	7.24e-01	0.2	0.353234	0.070746	149.33	ZNF33B	zinc finger protein 33B
9202	7.58e-01	7.24e-01	0.148	-0.352757	-0.052041	115.49	ZMYM4	zinc finger MYM-type containing 4
2	7.59e-01	7.25e-01	0.351	-0.351996	-0.123718	46.43	A2M	alpha-2-macroglobulin
3958	7.59e-01	7.25e-01	0.262	-0.35201	-0.092333	161.89	LGALS3	galectin 3
29886	7.59e-01	7.25e-01	0.284	0.351628	0.099959	26.1	SNX8	sorting nexin 8
57535	7.60e-01	7.26e-01	0.236	-0.350103	-0.082736	49.23	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
105372300	7.60e-01	7.26e-01	0.316	0.350161	0.110701	10.72	LOC105372300	uncharacterized LOC105372300
79695	7.60e-01	7.27e-01	0.337	0.349575	0.117719	30.76	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
8038	7.61e-01	7.27e-01	0.322	-0.348686	-0.112303	44.53	ADAM12	ADAM metallopeptidase domain 12
50640	7.62e-01	7.28e-01	0.248	-0.347867	-0.086271	90.02	PNPLA8	patatin like phospholipase domain containing 8
5162	7.62e-01	7.28e-01	0.237	0.34772	0.082336	183.41	PDHB	pyruvate dehydrogenase E1 subunit beta
23253	7.62e-01	7.28e-01	0.134	0.347318	0.046367	647.32	ANKRD12	ankyrin repeat domain 12
6118	7.62e-01	7.29e-01	0.228	0.346913	0.079204	189.09	RPA2	replication protein A2
6503	7.62e-01	7.29e-01	0.201	0.346975	0.069635	327.49	SLA	Src like adaptor
58475	7.62e-01	7.29e-01	0.22	-0.346652	-0.076422	198.73	MS4A7	membrane spanning 4-domains A7
10844	7.63e-01	7.30e-01	0.252	0.345258	0.086978	28.55	TUBGCP2	tubulin gamma complex associated protein 2
150350	7.64e-01	7.31e-01	0.33	0.34441	0.113656	34.73	ENTHD1	ENTH domain containing 1
157657	7.66e-01	7.32e-01	0.396	-0.341871	-0.135405	15.9	CFAP418	cilia and flagella associated protein 418
51550	7.66e-01	7.33e-01	0.306	0.341064	0.104467	25.65	CINP	cyclin dependent kinase 2 interacting protein
137682	7.67e-01	7.33e-01	0.246	-0.340805	-0.083806	85.01	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6
2033	7.68e-01	7.34e-01	0.185	0.339527	0.062801	160.64	EP300	E1A binding protein p300
3678	7.68e-01	7.34e-01	0.26	0.339332	0.088276	55	ITGA5	integrin subunit alpha 5
442454	7.68e-01	7.35e-01	0.165	0.338559	0.056006	24.19	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1
57189	7.68e-01	7.35e-01	0.244	0.338274	0.082688	37.9	DENND11	DENN domain containing 11
339745	7.68e-01	7.35e-01	0.258	-0.338145	-0.087078	67.46	SPOPL	speckle type BTB/POZ protein like
57291	7.68e-01	7.35e-01	0.243	-0.337989	-0.082161	61.85	DANCR	differentiation antagonizing non-protein coding RNA
100129203	7.68e-01	7.35e-01	0.457	-0.338027	-0.154434	20.79	LOC100129203	uncharacterized LOC100129203
51170	7.69e-01	7.36e-01	0.226	-0.337581	-0.076337	214.27	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
113263	7.69e-01	7.36e-01	0.196	0.337403	0.066024	65.91	GLCCI1	glucocorticoid induced 1
5073	7.69e-01	7.36e-01	0.221	-0.336933	-0.074385	98.61	PARN	poly(A)-specific ribonuclease
4783	7.70e-01	7.37e-01	0.456	0.33588	0.153022	12.34	NFIL3	nuclear factor, interleukin 3 regulated
100529264	7.71e-01	7.38e-01	0.285	-0.334268	-0.095353	130.76	RAB4B-EGLN2	RAB4B-EGLN2 readthrough (NMD candidate)
57591	7.71e-01	7.39e-01	0.262	0.333782	0.087419	38.3	MRTFA	myocardin related transcription factor A
97	7.71e-01	7.39e-01	0.249	-0.333701	-0.083105	68.14	ACYP1	acylphosphatase 1
728661	7.73e-01	7.40e-01	0.192	-0.331706	-0.063761	74.17	SLC35E2B	solute carrier family 35 member E2B
10964	7.73e-01	7.40e-01	0.328	0.331786	0.108719	59.2	IFI44L	interferon induced protein 44 like
5431	7.73e-01	7.40e-01	0.215	-0.331685	-0.071345	133.9	POLR2B	RNA polymerase II subunit B
151987	7.73e-01	7.40e-01	0.188	0.331476	0.062244	64.71	PPP4R2	protein phosphatase 4 regulatory subunit 2
101930452	7.73e-01	7.41e-01	0.257	0.330636	0.085112	16.08	LINC02367	long intergenic non-protein coding RNA 2367
90121	7.74e-01	7.42e-01	0.225	0.329728	0.074131	168.66	TSR2	TSR2 ribosome maturation factor
51112	7.74e-01	7.42e-01	0.271	0.3296	0.089266	29.19	TRAPPC12	trafficking protein particle complex subunit 12
11313	7.75e-01	7.43e-01	0.201	-0.328044	-0.065876	124.35	LYPLA2	lysophospholipase 2
26960	7.75e-01	7.43e-01	0.271	-0.328087	-0.088864	61.21	NBEA	neurobeachin
11072	7.76e-01	7.44e-01	0.305	-0.32715	-0.099907	48.7	DUSP14	dual specificity phosphatase 14
8364	7.76e-01	7.44e-01	0.176	0.326865	0.05744	169.16	H4C3	H4 clustered histone 3
93594	7.76e-01	7.44e-01	0.185	0.326623	0.060302	54.05	TBC1D31	TBC1 domain family member 31
2587	7.77e-01	7.45e-01	0.352	0.325269	0.114592	37.89	GALR1	galanin receptor 1
56648	7.77e-01	7.45e-01	0.342	0.325136	0.111276	46.19	EIF5A2	eukaryotic translation initiation factor 5A2
10939	7.78e-01	7.46e-01	0.279	-0.324437	-0.09056	28.51	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
56852	7.78e-01	7.46e-01	0.261	-0.324159	-0.084468	40.77	RAD18	RAD18 E3 ubiquitin protein ligase
2959	7.78e-01	7.46e-01	0.215	-0.323627	-0.069548	219.32	GTF2B	general transcription factor IIB
6541	7.79e-01	7.47e-01	0.311	0.322857	0.10053	19.47	SLC7A1	solute carrier family 7 member 1
6882	7.79e-01	7.47e-01	0.202	-0.322222	-0.06503	75.11	TAF11	TATA-box binding protein associated factor 11
1459	7.79e-01	7.48e-01	0.368	0.321847	0.118553	14.57	CSNK2A2	casein kinase 2 alpha 2
152007	7.80e-01	7.48e-01	0.209	-0.321026	-0.067076	225.4	GLIPR2	GLI pathogenesis related 2
91368	7.81e-01	7.49e-01	0.231	0.320329	0.074091	23.48	CDKN2AIPNL	CDKN2A interacting protein N-terminal like
7016	7.81e-01	7.49e-01	0.321	0.320307	0.102853	12.1	TESK1	testis associated actin remodelling kinase 1
107984634	7.81e-01	7.49e-01	0.435	0.31993	0.139241	145.37	LOC107984634	uncharacterized LOC107984634
51542	7.81e-01	7.49e-01	0.324	0.31963	0.103445	49.49	VPS54	VPS54 subunit of GARP complex
112268444	7.81e-01	7.50e-01	0.256	-0.319256	-0.0817	13.75	LOC112268444	
440145	7.81e-01	7.50e-01	0.287	-0.319155	-0.091717	177.64	MZT1	mitotic spindle organizing protein 1
10615	7.81e-01	7.50e-01	0.432	0.31889	0.137761	17.75	SPAG5	sperm associated antigen 5
2109	7.82e-01	7.50e-01	0.224	-0.318443	-0.07121	74.97	ETFB	electron transfer flavoprotein subunit beta
23259	7.82e-01	7.50e-01	0.15	-0.318165	-0.047792	101.38	DDHD2	DDHD domain containing 2
116154	7.82e-01	7.51e-01	0.318	-0.317773	-0.101061	29.17	PHACTR3	phosphatase and actin regulator 3
221692	7.82e-01	7.51e-01	0.178	-0.317613	-0.056663	107.12	PHACTR1	phosphatase and actin regulator 1
11018	7.84e-01	7.53e-01	0.299	-0.314908	-0.094114	50.64	TMED1	transmembrane p24 trafficking protein 1
56905	7.84e-01	7.53e-01	0.227	-0.314659	-0.0714	59.74	C15orf39	chromosome 15 open reading frame 39
100533106	7.85e-01	7.54e-01	0.268	0.313531	0.083935	24.99	ZHX1-C8orf76	ZHX1-C8orf76 readthrough
2650	7.86e-01	7.54e-01	0.244	0.312737	0.076259	57.22	GCNT1	glucosaminyl (N-acetyl) transferase 1
91584	7.87e-01	7.55e-01	0.244	-0.311407	-0.076054	41.16	PLXNA4	plexin A4
412	7.87e-01	7.56e-01	0.392	0.311371	0.12215	34.65	STS	steroid sulfatase
2801	7.87e-01	7.56e-01	0.2	-0.311154	-0.062321	115.45	GOLGA2	golgin A2
3184	7.87e-01	7.56e-01	0.238	0.311038	0.074142	98.16	HNRNPD	heterogeneous nuclear ribonucleoprotein D
55114	7.87e-01	7.56e-01	0.213	0.310974	0.066146	64.15	ARHGAP17	Rho GTPase activating protein 17
79017	7.87e-01	7.56e-01	0.265	-0.310176	-0.082158	45.74	GGCT	gamma-glutamylcyclotransferase
1062	7.88e-01	7.57e-01	0.23	-0.308824	-0.071093	74.08	CENPE	centromere protein E
101928092	7.89e-01	7.58e-01	0.374	-0.307974	-0.115113	25.34	LOC101928092	uncharacterized LOC101928092
1378	7.89e-01	7.58e-01	0.275	-0.307686	-0.084671	55.23	CR1	complement C3b/C4b receptor 1 (Knops blood group)
1892	7.89e-01	7.59e-01	0.265	-0.30739	-0.081396	86.45	ECHS1	enoyl-CoA hydratase, short chain 1
6277	7.90e-01	7.60e-01	0.165	-0.306079	-0.050421	371.14	S100A6	S100 calcium binding protein A6
85313	7.90e-01	7.60e-01	0.232	-0.30613	-0.071142	132.15	PPIL4	peptidylprolyl isomerase like 4
79073	7.91e-01	7.60e-01	0.258	0.305714	0.078763	88.44	TMEM109	transmembrane protein 109
54986	7.91e-01	7.61e-01	0.266	0.304387	0.080899	48.28	ULK4	unc-51 like kinase 4
81555	7.91e-01	7.61e-01	0.228	0.304396	0.069338	114.81	YIPF5	Yip1 domain family member 5
6683	7.92e-01	7.61e-01	0.221	0.303902	0.067141	77.06	SPAST	spastin
105377177	7.92e-01	7.61e-01	0.44	0.30357	0.133712	46.76	LOC105377177	uncharacterized LOC105377177
352909	7.92e-01	7.62e-01	0.415	0.303493	0.126	42.84	DNAAF3	dynein axonemal assembly factor 3
107983993	7.92e-01	7.62e-01	0.191	0.303403	0.058013	37.07	UPK3BL2	uroplakin 3B like 2
64764	7.92e-01	7.62e-01	0.236	0.303083	0.071663	72.25	CREB3L2	cAMP responsive element binding protein 3 like 2
23400	7.93e-01	7.63e-01	0.367	-0.301721	-0.110702	12.48	ATP13A2	ATPase cation transporting 13A2
26993	7.93e-01	7.63e-01	0.403	-0.301423	-0.121546	11.79	AKAP8L	A-kinase anchoring protein 8 like
105374181	7.94e-01	7.64e-01	0.325	-0.30062	-0.097799	44.59	LOC105374181	uncharacterized LOC105374181
22895	7.94e-01	7.64e-01	0.374	-0.300492	-0.112239	18.02	RPH3A	rabphilin 3A
9871	7.94e-01	7.64e-01	0.279	-0.299888	-0.083599	35.26	SEC24D	SEC24 homolog D, COPII coat complex component
51501	7.95e-01	7.65e-01	0.216	0.299352	0.06464	70.85	HIKESHI	heat shock protein nuclear import factor hikeshi
100529145	7.95e-01	7.65e-01	0.237	0.299043	0.070854	18.96	TEN1-CDK3	TEN1-CDK3 readthrough (NMD candidate)
84527	7.95e-01	7.65e-01	0.333	0.299017	0.099438	57.97	ZNF559	zinc finger protein 559
23307	7.95e-01	7.65e-01	0.245	-0.298767	-0.073156	98.93	FKBP15	FKBP prolyl isomerase family member 15
148423	7.95e-01	7.66e-01	0.173	-0.298133	-0.051635	155.43	C1orf52	chromosome 1 open reading frame 52
5886	7.96e-01	7.66e-01	0.207	-0.297835	-0.06162	116.52	RAD23A	RAD23 homolog A, nucleotide excision repair protein
3501	7.96e-01	7.66e-01	0.343	-0.297664	-0.10207	66.47	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)
220988	7.96e-01	7.67e-01	0.133	-0.296729	-0.039556	292.33	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
100859930	7.96e-01	7.67e-01	0.283	0.296734	0.083967	41.95	HEIH	hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA
191	7.97e-01	7.67e-01	0.316	0.296413	0.093553	44	AHCY	adenosylhomocysteinase
100132169	7.97e-01	7.67e-01	0.421	-0.295998	-0.124541	11.06	WASIR2	WASH and IL9R antisense RNA 2
101927780	7.97e-01	7.68e-01	0.359	-0.295246	-0.105851	14.83	LINC01303	long intergenic non-protein coding RNA 1303
65108	7.97e-01	7.68e-01	0.419	0.295076	0.123513	16.64	MARCKSL1	MARCKS like 1
10007	7.98e-01	7.69e-01	0.376	0.294012	0.110548	24.78	GNPDA1	glucosamine-6-phosphate deaminase 1
10420	7.99e-01	7.69e-01	0.296	-0.29319	-0.086785	25.67	TESK2	testis associated actin remodelling kinase 2
27086	8.00e-01	7.71e-01	0.137	0.291557	0.039887	547.66	FOXP1	forkhead box P1
116540	8.01e-01	7.71e-01	0.2	-0.290556	-0.058157	57.71	MRPL53	mitochondrial ribosomal protein L53
339287	8.01e-01	7.72e-01	0.194	-0.289687	-0.056102	107.62	MSL1	MSL complex subunit 1
25875	8.03e-01	7.73e-01	0.212	0.28781	0.061052	103.25	LETMD1	LETM1 domain containing 1
145553	8.04e-01	7.74e-01	0.231	0.28682	0.066322	36.1	MDP1	magnesium dependent phosphatase 1
22881	8.04e-01	7.74e-01	0.319	-0.286721	-0.091467	16.03	ANKRD6	ankyrin repeat domain 6
105369326	8.04e-01	7.74e-01	0.411	0.286509	0.117783	32.94	LOC105369326	uncharacterized LOC105369326
4200	8.04e-01	7.75e-01	0.21	-0.285746	-0.060046	115.6	ME2	malic enzyme 2
5917	8.05e-01	7.76e-01	0.211	0.285021	0.060133	65.96	RARS1	arginyl-tRNA synthetase 1
107987261	8.05e-01	7.76e-01	0.386	0.2841	0.109784	12.21	LOC107987261	
26750	8.06e-01	7.77e-01	0.306	-0.283834	-0.086836	37.63	RPS6KC1	ribosomal protein S6 kinase C1
114926	8.06e-01	7.77e-01	0.254	0.283692	0.072133	38.78	SMIM19	small integral membrane protein 19
5634	8.06e-01	7.77e-01	0.24	-0.282835	-0.067907	81.87	PRPS2	phosphoribosyl pyrophosphate synthetase 2
22926	8.07e-01	7.78e-01	0.218	0.282323	0.061596	118.64	ATF6	activating transcription factor 6
28978	8.08e-01	7.79e-01	0.287	-0.280721	-0.080465	53.89	TMEM14A	transmembrane protein 14A
85406	8.08e-01	7.79e-01	0.27	-0.280152	-0.075562	35.14	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
10229	8.08e-01	7.80e-01	0.316	0.279957	0.088379	31.66	COQ7	coenzyme Q7, hydroxylase
5252	8.09e-01	7.80e-01	0.349	0.279427	0.097439	22.02	PHF1	PHD finger protein 1
7690	8.10e-01	7.81e-01	0.165	-0.278133	-0.045965	99.24	ZNF131	zinc finger protein 131
30844	8.10e-01	7.81e-01	0.352	-0.278055	-0.097755	16.29	EHD4	EH domain containing 4
5106	8.10e-01	7.81e-01	0.272	-0.277442	-0.075524	53.91	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial
152100	8.10e-01	7.82e-01	0.12	-0.277058	-0.033183	163.18	CMC1	C-X9-C motif containing 1
440193	8.10e-01	7.82e-01	0.211	-0.276946	-0.058397	97.96	CCDC88C	coiled-coil domain containing 88C
22875	8.12e-01	7.84e-01	0.33	-0.27471	-0.090664	42.46	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4
286053	8.12e-01	7.83e-01	0.262	0.274782	0.072101	46.56	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
23673	8.13e-01	7.84e-01	0.312	-0.273602	-0.085239	59.95	STX12	syntaxin 12
58478	8.13e-01	7.85e-01	0.347	0.272559	0.094567	33.04	ENOPH1	enolase-phosphatase 1
51439	8.13e-01	7.85e-01	0.297	-0.27252	-0.081016	46.06	FAM8A1	family with sequence similarity 8 member A1
134957	8.14e-01	7.86e-01	0.182	-0.271684	-0.049398	124.03	STXBP5	syntaxin binding protein 5
3066	8.14e-01	7.86e-01	0.201	-0.271515	-0.054695	159.63	HDAC2	histone deacetylase 2
9694	8.15e-01	7.87e-01	0.207	-0.270517	-0.056078	107.76	EMC2	ER membrane protein complex subunit 2
8836	8.16e-01	7.88e-01	0.467	0.268851	0.125564	19.78	GGH	gamma-glutamyl hydrolase
23383	8.16e-01	7.88e-01	0.246	0.268349	0.065893	51.61	MAU2	MAU2 sister chromatid cohesion factor
10569	8.17e-01	7.89e-01	0.177	0.268239	0.047422	272.34	SLU7	SLU7 homolog, splicing factor
26999	8.17e-01	7.89e-01	0.199	0.267764	0.053355	245.7	CYFIP2	cytoplasmic FMR1 interacting protein 2
10061	8.17e-01	7.89e-01	0.299	0.267574	0.079881	26.63	ABCF2	ATP binding cassette subfamily F member 2
3192	8.17e-01	7.90e-01	0.14	-0.266945	-0.037279	295.05	HNRNPU	heterogeneous nuclear ribonucleoprotein U
3516	8.18e-01	7.90e-01	0.19	0.266376	0.050678	179.62	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
54816	8.18e-01	7.90e-01	0.255	-0.266412	-0.067821	82.3	ZNF280D	zinc finger protein 280D
221491	8.18e-01	7.90e-01	0.268	-0.266221	-0.071381	84.42	SMIM29	small integral membrane protein 29
10948	8.20e-01	7.92e-01	0.355	0.263281	0.09351	39.15	STARD3	StAR related lipid transfer domain containing 3
25949	8.20e-01	7.93e-01	0.174	-0.262694	-0.04566	301.45	SYF2	SYF2 pre-mRNA splicing factor
10078	8.20e-01	7.93e-01	0.393	0.262614	0.103097	21.59	TSSC4	tumor suppressing subtransferable candidate 4
64975	8.20e-01	7.93e-01	0.238	-0.262532	-0.062476	21.58	MRPL41	mitochondrial ribosomal protein L41
593	8.21e-01	7.93e-01	0.283	0.262333	0.074355	49.55	BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha
7629	8.21e-01	7.93e-01	0.314	0.26196	0.082333	36.28	ZNF76	zinc finger protein 76
84542	8.22e-01	7.94e-01	0.234	-0.260942	-0.061031	77.9	SANBR	SANT and BTB domain regulator of CSR
80150	8.22e-01	7.95e-01	0.264	-0.260057	-0.068766	168.26	ASRGL1	asparaginase and isoaspartyl peptidase 1
10652	8.23e-01	7.95e-01	0.305	-0.259288	-0.07912	29.55	YKT6	YKT6 v-SNARE homolog
606	8.23e-01	7.96e-01	0.343	-0.258797	-0.088776	10.73	NBEAP1	neurobeachin pseudogene 1
54813	8.23e-01	7.96e-01	0.172	0.258698	0.044481	139.6	KLHL28	kelch like family member 28
5862	8.24e-01	7.97e-01	0.215	-0.257318	-0.05527	103.91	RAB2A	RAB2A, member RAS oncogene family
254128	8.24e-01	7.97e-01	0.237	0.256727	0.060757	62.38	NIFK-AS1	NIFK antisense RNA 1
28969	8.24e-01	7.97e-01	0.305	0.256771	0.078279	83.91	BZW2	basic leucine zipper and W2 domains 2
54850	8.25e-01	7.98e-01	0.328	0.255505	0.083753	28.54	FBXL12	F-box and leucine rich repeat protein 12
152926	8.26e-01	7.99e-01	0.181	0.254018	0.045871	119.69	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
54930	8.26e-01	7.99e-01	0.322	-0.254066	-0.081685	58.32	HAUS4	HAUS augmin like complex subunit 4
51571	8.26e-01	8.00e-01	0.239	0.253904	0.060724	212.99	CYRIB	CYFIP related Rac1 interactor B
10408	8.26e-01	8.00e-01	0.328	-0.253777	-0.083247	22	MYCNOS	MYCN opposite strand
3073	8.27e-01	8.00e-01	0.233	-0.253292	-0.059045	84.04	HEXA	hexosaminidase subunit alpha
8854	8.27e-01	8.01e-01	0.401	-0.252554	-0.101216	14.51	ALDH1A2	aldehyde dehydrogenase 1 family member A2
51300	8.28e-01	8.01e-01	0.21	-0.252174	-0.052979	95.21	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
3018	8.28e-01	8.01e-01	0.354	-0.251975	-0.089138	17.93	H2BC3	H2B clustered histone 3
3035	8.28e-01	8.02e-01	0.279	0.251041	0.069915	67.69	HARS1	histidyl-tRNA synthetase 1
51691	8.29e-01	8.02e-01	0.201	-0.250652	-0.050341	93.51	LSM8	LSM8 homolog, U6 small nuclear RNA associated
2081	8.30e-01	8.03e-01	0.21	-0.249393	-0.052349	68.6	ERN1	endoplasmic reticulum to nucleus signaling 1
79667	8.30e-01	8.04e-01	0.329	-0.24877	-0.081793	15.59	KLF3-AS1	KLF3 antisense RNA 1
